p1(s);p2(s);pdot1(s/s);pdot2(s/s);l1(mJy kpc²);l2(mJy kpc²);x(kpc);y(kpc);z(kpc);vx(km/s);vy(km/s);vz(km/s);seed;S1*A;S2*A;A;porb(days);b1(T);b2(T);m1(Msun);m2(Msun);porb_i;e_form;e;a(AU);ce;type1;type2;ID
0.00237894;12.3325;5.913869999999999e-20;5.87255e-15;4.30896;0.132117;-1.76668;-4.17702;-0.474571;-266.055;46.2261;-53.8883;1584591385;1129480000000.0;11.1946;113.061;0.0348052;34629.8;830668000.0;1.36005;1.4606;0.77874;0.594291;0.253337;0.00294772;0;13;13;10868
0.0565438;20.7381;6.64746e-19;2.4193e-16;0.0472554;14.6372;-1.58221;-1.55716;0.521299;-229.503;210.638;-18.0728;1143460351;12.288;9.20524;94.5152;2.08963;525991.0;220891000.0;1.35724;1.54679;12.3552;0.776037;0.765677;0.0456372;0;13;13;10869
0.0240452;2.34824;1.51299e-17;1.57276e-15;3.15858;2.17367;0.427708;5.3166;0.0550482;324.655;-98.5163;-0.138211;2344665907;855232000000.0;12.8435;85.6088;0.378533;1732590.0;181499000.0;1.34101;1.34114;2.04919;0.484329;0.480818;0.0142289;0;13;13;10870
2.28301;35.1353;1.13263e-16;1.76631e-15;0.0905813;18.9411;0.504588;-1.9462;0.173507;-298.827;-54.0011;-15.5105;2344718027;6.79421;6.73971;59.999;0.720113;44470700.0;694877000.0;1.30002;1.27758;3.91766;0.187763;0.186367;0.0215582;0;13;13;10871
0.473544;7.83459;1.25234e-16;2.1868e-15;36.5902;13.9813;3.76163;-1.71156;-0.0672219;-149.455;-224.311;-12.1108;2344808715;2.28332;2.27063;20.8978;5.74764;22148600.0;379612000.0;1.3;1.27758;31.0205;0.091135;0.0911345;0.0861001;0;13;13;10872
0.0044494;28.7794;1.61166e-21;2.3771300000000001e-23;5.1607;0.151879;-0.750785;-5.25503;0.216419;-204.698;184.714;-28.4725;3581603652;1041340000000.0;11.2249;104.238;4.77666;10001.8;121399.0;1.89003;2.35857;23.4924;0.612425;0.605735;0.0899025;1;13;13;10873
0.00586728;15.2564;1.32894e-18;3.71274e-15;5.48877;59.9276;5.01937;-7.87154;-0.984957;-254.805;-110.391;38.5579;3581610822;13.0581;5.86968;71.8154;0.501282;248068.0;760871000.0;1.36002;1.53114;3.04467;0.696512;0.67742;0.0175935;0;13;13;10874
0.195693;25.9804;1.3918900000000001e-18;1.8439e-16;0.0271512;34.1636;-2.64724;-1.42093;0.00923175;-222.155;213.182;19.1422;3581629713;1152680000000.0;15.1106;115.383;1.41786;1500880.0;215823000.0;1.33869;1.42027;7.8301;0.507514;0.50307;0.0346426;0;13;13;10875
0.0868903;16.4635;4.32819e-19;8.09281e-17;0.55271;39.4914;0.343105;-1.6034;0.0121419;-245.635;-28.6323;-19.3263;4211114144;611379000000.0;7.31257;61.1991;0.380193;535691.0;113070000.0;1.35639;1.49309;3.75838;0.637759;0.503894;0.0145612;0;13;13;10876
0.0254065;22.938;2.9092600000000003e-18;2.65602e-15;3.9877;4.88058;0.165408;-1.55686;-0.326638;-206.181;-20.6271;-11.6416;4211117703;14.7525;6.57308;63.9113;0.430418;759140.0;777402000.0;1.35923;1.50494;2.59966;0.581112;0.5575;0.0158441;0;13;13;10877
0.0461428;11.7689;1.73666e-18;4.4441e-16;1.37446;0.495124;0.762942;1.79723;0.546191;252.157;-91.2766;-59.9233;2729138732;6.17297;5.09015;55.9033;1.02929;775980.0;215539000.0;1.34294;1.42739;5.69651;0.540222;0.535145;0.0280205;0;13;13;10878
0.238175;2.52609;5.8372100000000005e-18;6.21329e-17;7.62043;11.1069;7.40583;-1.79798;0.00846371;-40.3975;-226.865;10.727;2729152589;0.311526;0.311403;3.58583;0.35608;3424440.0;36722600.0;1.33383;1.27758;2.41222;0.543073;0.483718;0.0135393;0;13;13;10879
0.0746208;3.45373;1.24205e-18;5.73529e-17;0.512289;1.61731;-1.84806;0.172225;0.0299982;-2.14487;260.755;-7.18926;2729158891;969179000000.0;16.9378;97.0149;2.63;818402.0;43954200.0;1.3448;1.56946;14.6456;0.551822;0.550942;0.0532622;0;13;13;10880
0.141109;2.64894;1.37953e-19;2.5108800000000004e-18;0.0444426;2.10085;-1.46149;0.227467;0.0835846;54.6579;184.432;35.4601;2729212987;69.8393;15.2145;89.5785;2.24946;402370.0;8399100.0;1.35021;1.50686;13.371;0.738527;0.725352;0.0476759;0;13;13;10881
0.184708;46.429;8.49943e-19;2.12548e-16;4.8189;3.34792;0.909039;-9.28516;0.459926;-219.118;114.121;28.4275;2729277439;12.2509;12.036;136.707;0.283339;1092150.0;298508000.0;1.34597;1.43246;2.12018;0.274542;0.207484;0.0118689;0;13;13;10882
0.210673;4.09375;2.07347e-16;4.8789e-15;2.72258;2.68187;-1.52872;0.487153;0.019665;72.1774;211.719;-17.6186;2480601473;53.0132;12.1532;91.0342;1.68803;19181200.0;413290000.0;1.30001;1.27758;9.11092;0.330634;0.330618;0.0380421;0;13;13;10883
0.540807;14.9663;7.29605e-17;2.07371e-15;1.05811;0.0887086;0.760885;3.73013;0.358962;276.022;20.7934;15.5927;2480697863;6.66276;6.6268;66.4475;11.7582;18303400.0;518075000.0;1.30148;1.27758;63.4061;0.474209;0.474208;0.138778;0;13;13;10884
0.00349341;31.6843;2.6859299999999998e-20;9.86667e-16;0.612367;0.0693088;0.844083;2.50345;4.22772;-21.019;-73.2166;-21.4048;2480712790;10.5672;6.0785;75.3481;3.5911;37105.1;670055000.0;1.96558;1.9326;15.944;0.746914;0.74519;0.0722292;1;13;13;10885
0.550233;19.3288;2.5947200000000004e-18;9.14817e-17;0.330411;17.5013;1.35316;1.18564;-0.141885;174.753;-202.305;-64.1971;872199191;5.29625;4.94822;45.6064;1.51243;3294470.0;116980000.0;1.30018;1.27758;8.20003;0.216703;0.215798;0.0353567;0;13;13;10886
0.0297303;17.9691;6.78742e-19;4.0808e-16;1.27243;0.113307;-6.26766;6.41117;0.0669774;148.529;264.604;-18.1943;872207108;2444290000000.0;89.1196;244.674;0.387554;402355.0;271689000.0;1.3562;1.48944;2.7726;0.561491;0.496344;0.0147419;0;13;13;10887
0.761074;34.9157;2.41355e-17;1.11944e-15;1.98538;10.1216;1.84384;-1.15652;-0.02739;-165.096;-174.889;1.50711;872208680;5.81266;4.74046;39.2366;0.797303;11948100.0;555842000.0;1.30282;1.27758;4.35122;0.326193;0.323121;0.0230808;0;13;13;10888
0.0309974;17.5959;3.29352e-18;1.89425e-15;0.386162;25.9741;-1.62181;-0.223531;0.286372;-33.0211;195.627;3.32338;872209092;39.3703;10.0471;92.7113;0.342508;885616.0;530577000.0;1.34371;1.354;2.04179;0.506352;0.479455;0.0133368;0;13;13;10889
0.00572236;16.7468;1.26456e-18;3.99565e-15;26.6253;7.15702;-4.46807;-3.18329;0.113329;-86.1826;279.548;30.4829;872342143;1654330000000.0;28.7788;165.599;0.227684;240814.0;831751000.0;1.3776;1.54844;1.39376;0.44268;0.412296;0.0104373;0;13;13;10890
0.6968;1.28375;2.71473e-16;5.20489e-16;27.4511;0.132876;3.02028;0.0514316;-0.554878;67.7705;-280.284;-45.4944;221771603;2.28036;2.27951;25.1081;0.075619;38512600.0;72835600.0;1.30678;1.27758;0.555528;0.173878;0.128297;0.00480262;0;13;13;10891
0.0294219;3.86293;1.4308200000000002e-18;1.88782e-16;12.3355;5.13605;-4.61582;0.677188;0.140971;129.172;245.695;4.5051;221799906;1594780000000.0;29.4735;159.637;21.5816;760841.0;94852400.0;2.01579;1.78388;91.2561;0.862311;0.86226;0.236725;1;13;13;10892
0.0308962;28.9577;1.3137099999999998e-20;9.90764e-18;16.2321;8.68781;-1.29291;-0.267656;0.0738712;-80.1941;182.322;94.9028;221855516;863488000000.0;11.597;86.4353;1.70918;76019.4;75840200.0;1.93726;2.29075;9.79403;0.706685;0.668663;0.0452388;1;13;13;10893
0.183903;1.06854;1.91231e-17;1.12323e-16;4.66534;96.8852;1.53002;0.232588;0.350439;41.4836;-186.067;39.1714;221863246;4.35842;4.25681;42.0375;6.62606;5189440.0;32638300.0;1.33254;1.4069;36.0716;0.846553;0.846272;0.0966045;0;13;13;10894
7.18655;0.659701;3.0116e-16;2.72883e-17;1.07809;0.0431215;-6.25325;0.191933;0.472592;36.4606;244.716;21.1176;2418164568;22.6925;25.7399;203.415;0.136405;128214000.0;11704600.0;1.27769;1.27758;1.19743;0.289526;0.192176;0.00708987;0;13;13;10895
0.0403393;21.2873;5.37741e-18;2.90271e-15;3.07581;0.467554;0.714805;3.37958;-0.213095;348.451;8.81807;9.83316;1777892860;25.6727;7.48929;64.541;0.309715;1349780.0;726966000.0;1.31541;1.27758;1.71018;0.223284;0.217071;0.0123078;0;13;13;10896
0.0610261;31.4388;1.2521700000000002e-18;6.44304e-16;31.2968;20.1493;-0.440452;1.28783;-0.142075;202.674;63.0521;20.7883;1777908914;48.5649;7.95709;72.9199;0.529463;763739.0;424950000.0;1.34502;1.41429;3.16517;0.47185;0.4463;0.0179651;0;13;13;10897
0.574774;12.0069;1.18755e-17;2.4943e-16;0.028137;1.86257;0.159031;3.53456;0.386185;368.446;-49.7584;-77.5261;1928869545;7.55341;7.513;74.123;0.418288;7236510.0;152953000.0;1.31422;1.27758;2.5026;0.39414;0.366267;0.0150357;0;13;13;10898
0.0115198;0.267688;1.0072599999999999e-20;1.41933e-19;0.677736;14.6595;2.04099;-2.30939;-0.567795;-216.84;-125.164;-13.9035;1928882727;7.30328;3.66298;41.1654;0.627889;30901.8;618900.0;1.34877;1.49501;4.07575;0.411081;0.367786;0.0203311;0;13;13;10899
0.0678769;51.4377;9.66988e-20;6.95269e-17;0.46302;0.434566;-0.528917;5.68718;0.271098;264.995;-47.966;18.9712;1928924995;72.0183;11.3446;105.16;31.6025;228158.0;193770000.0;1.35835;1.55177;187.386;0.964864;0.96303;0.279291;0;13;13;10900
0.104816;30.534;5.3031100000000004e-18;1.55452e-15;0.122517;74.0312;6.94992;3.75811;0.0715298;22.068;-291.174;-18.8137;1928972281;1.34942;1.32026;15.2312;0.273578;2065160.0;624008000.0;1.34396;1.32529;2.01584;0.559329;0.481126;0.0114408;0;13;13;10901
0.00520598;8.62287;2.21086e-21;1.8831200000000003e-24;0.221164;0.786173;15.2203;4.62996;-0.109621;-156.542;-333.648;38.7509;1929012584;16.1952;5.96281;73.5816;1.49396;10001.7;17224.1;1.37758;2.13977;9.51774;0.235806;0.22203;0.0388959;1;13;13;10902
0.486739;5.14603;1.08975e-16;1.18747e-15;14.5789;43.387;-7.63572;0.82193;-0.154261;78.5519;325.252;13.0343;3348770971;2449300000000.0;57.4782;245.175;0.108088;20316100.0;219678000.0;1.31584;1.27758;0.727339;0.147338;0.117333;0.00610122;0;13;13;10903
0.841296;51.3843;3.80809e-18;2.33111e-16;0.17527;3.02891;0.500193;-1.12436;0.876107;-207.386;-87.1706;9.86886;2814912327;5.1297;5.12725;58.2789;0.179871;4931450.0;304274000.0;1.3163;1.27758;1.71466;0.239836;0.139918;0.00856836;0;13;13;10904
0.147747;53.67;2.53047e-19;9.05881e-17;1.00516;0.0371804;-2.40756;-1.62803;-0.0374961;-127.924;182.412;4.34518;2814948293;1108580000000.0;13.8589;110.969;5.72569;544931.0;198140000.0;1.3;1.27758;30.9064;0.0931424;0.0931283;0.0858807;0;13;13;10905
0.00807718;22.7164;4.6683099999999995e-21;4.38444e-18;0.395541;8.08391;0.748383;0.897438;0.406957;76.1836;106.118;84.6683;3638748091;17.3735;5.20465;53.557;2.37048;17800.1;31323100.0;1.33426;1.46788;13.8848;0.69931;0.687584;0.0490524;0;13;13;10906
0.144111;48.8575;2.3982e-18;8.14579e-16;0.627827;0.53344;1.1877;0.550691;0.0229721;-1.91229;-175.079;-63.7151;3638771151;16.9407;5.68275;46.7112;0.270595;1580450.0;540985000.0;1.32983;1.27758;1.95104;0.403068;0.326945;0.0112691;0;13;13;10907
0.139601;19.3395;1.79237e-17;2.53756e-15;9.03923;7.00286;0.392168;2.53176;0.0387629;285.763;-121.868;23.8294;3638780132;642261000000.0;7.32393;64.2904;0.263803;4531400.0;640238000.0;1.30238;1.27758;1.48634;0.161203;0.154437;0.0110407;0;13;13;10908
0.0523342;32.6165;1.80633e-19;1.08955e-16;6.87014;35.9598;0.657291;0.564175;0.010447;191.103;-137.272;24.5831;3638823950;541795000000.0;6.59947;54.2338;0.731487;286911.0;274656000.0;1.46322;2.46176;20.767;0.904064;0.744576;0.0250624;1;13;13;10909
2.66588;46.2896;4.91473e-17;8.61164e-16;0.00912226;0.482607;-1.5302;-1.9543;-0.0026231;-241.98;207.478;68.915;3304674135;19.8829;11.3184;94.644;1.31822;31110500.0;547441000.0;1.30001;1.27758;7.14536;0.282898;0.281913;0.0322604;0;13;13;10910
0.148687;57.5125;1.12083e-19;4.17469e-17;0.0506757;9.31694;-2.6766;4.30568;0.0356675;279.017;77.9477;-17.4748;3304777001;1323980000000.0;18.7356;132.53;62.4067;370412.0;141784000.0;1.3;1.27758;336.847;0.855589;0.85558;0.42218;0;13;13;10911
0.0307006;25.7566;3.3283699999999997e-20;2.39678e-17;14.2474;0.644653;2.27315;-0.532874;-0.0523363;-23.7134;-238.002;18.0508;2979791402;24.3497;4.06088;33.0835;3.34589;92498.9;81648300.0;1.3535;1.52182;20.5348;0.827143;0.814448;0.0622553;0;13;13;10912
0.0618145;12.5615;1.55912e-19;3.05259e-17;0.39581;0.655929;3.03983;-2.68175;-0.0188149;-249.131;-138.174;-17.6001;618188313;7.06267;3.5741;31.7955;0.513666;286557.0;59421400.0;1.33921;1.33508;3.95846;0.603741;0.519997;0.0174233;0;13;13;10913
0.0407206;9.5266;1.36333e-17;3.28418e-15;1.61854;36.1786;-2.47439;-5.00918;0.0635792;-218.715;188.772;5.1506;618204309;1346740000000.0;45.2834;134.809;33.8307;2118740.0;580705000.0;1.3513;1.55813;186.624;0.867771;0.867769;0.292247;0;13;13;10914
0.285167;8.87055;3.31905e-17;1.03343e-15;0.236122;1.5291;5.08811;4.78262;-0.0505493;262.482;-206.012;-11.6218;618266798;2.98918;2.97622;31.3551;2.25722;8592040.0;269866000.0;1.30001;1.27758;12.1844;0.161405;0.161377;0.0461735;0;13;13;10915
0.0258706;33.3981;9.009379999999999e-20;1.08369e-16;1.42837;0.259869;-6.14097;0.64589;-0.128262;44.4267;229.024;-13.5738;618359789;2002000000000.0;24.5269;200.401;0.984275;136982.0;196704000.0;1.37759;1.57756;6.60412;0.679694;0.639829;0.0277893;0;13;13;10916
0.0354667;8.12958;2.02949e-20;3.8827200000000004e-18;3.32991;0.320416;-1.17901;-3.15613;2.70221;-52.3328;117.933;112.423;1793290903;8.87828;8.47565;101.517;1.00877;83983.8;22430200.0;1.55144;2.04084;11.1569;0.804971;0.698118;0.030148;1;13;13;10917
0.0291946;4.36797;1.15269e-17;1.7875e-15;39.4;5.09154;-0.0264322;-0.187805;-0.154989;-23.8249;-42.7514;-41.7327;1793305738;80.4533;8.77134;64.4829;0.957386;1622940.0;285290000.0;1.35277;1.55921;5.36486;0.708595;0.705798;0.0271473;0;13;13;10918
0.309593;37.1817;1.27742e-18;1.52664e-16;1.48038;0.90203;-0.191706;-3.82392;-0.00368927;-269.953;92.2409;-0.940856;1793347712;816447000000.0;9.69345;81.7264;436.795;1734770.0;216042000.0;1.3;1.3355;2383.76;0.923425;0.923425;1.55625;0;13;13;10919
0.0100974;3.01625;2.84407e-18;8.76752e-16;3.28774;18.7072;-0.0828637;7.96148;0.0764091;272.39;77.7474;-2.78204;1793355794;1285950000000.0;13.0674;128.724;0.20287;493101.0;166320000.0;1.36003;1.47221;1.37525;0.585103;0.533323;0.00956008;0;13;13;10920
0.00963514;23.3716;6.568059999999999e-20;1.45432e-16;0.585189;17.2789;-1.49784;0.250999;-0.0377282;37.6559;225.457;-29.3426;1793372460;901832000000.0;14.161;90.2735;9.27048;71803.6;248359000.0;1.37758;2.22383;56.6311;0.859805;0.858507;0.132383;1;13;13;10921
0.0515863;10.1055;2.70095e-19;5.17e-17;2.83768;1.05804;1.07634;-1.97963;0.0096542;-197.854;-153.351;2.15455;3663559882;518043000000.0;6.24603;51.8561;0.218702;326829.0;71899900.0;1.35859;1.52235;2.43909;0.486015;0.308597;0.0101085;0;13;13;10922
0.0098161;17.1323;1.2827499999999998e-20;1.42869e-17;0.233713;1.94715;-1.80017;-1.47323;0.284456;-188.179;244.371;31.5487;4221945397;981963000000.0;10.3539;98.2946;25.9158;33930.5;73472100.0;1.43066;2.40017;156.266;0.907291;0.906781;0.268172;1;13;13;10923
0.309242;18.6935;5.33288e-18;3.23517e-16;6.15381;0.0808651;2.90842;-0.12341;0.0200178;-71.8471;-253.672;17.4913;4221969578;4.49036;4.0187;25.9399;1.17684;3461890.0;211505000.0;1.32607;1.27758;6.33204;0.425349;0.422382;0.0300109;0;13;13;10924
0.125861;9.53285;2.24027e-19;1.65996e-17;4.59151;3.85273;3.62889;2.55801;-0.0662723;259.719;-234.465;-25.1304;4222046563;3.06297;2.8938;25.6544;0.106528;478360.0;37990400.0;1.36518;1.39486;3.17176;0.618598;0.215257;0.00616908;0;13;13;10925
0.0496823;30.2807;1.65763e-19;9.77703e-17;0.498529;22.2917;3.90838;1.96155;-0.691893;-101.449;-285.082;-299.37;97033657;1.95564;1.85237;21.0678;1.60764;289084.0;241960000.0;1.61577;2.35273;8.88703;0.469014;0.46262;0.0425214;1;13;13;10926
0.0415172;36.893;1.0148000000000001e-19;8.50192e-17;0.613971;10.4979;-3.84682;-2.05708;0.00502172;-66.7316;308.966;0.18004;97049984;1444340000000.0;20.9285;144.579;0.82063;188094.0;182514000.0;1.34715;1.49816;5.1815;0.561533;0.528132;0.0243079;0;13;13;10927
0.0754499;22.1568;2.98056e-20;7.795750000000001e-18;3.46861;0.0848833;2.87513;-2.65126;0.115751;-247.643;-214.756;16.4669;97113420;5.11759;3.61283;33.3069;0.737643;136754.0;41323600.0;1.34512;1.43534;5.05896;0.554109;0.497987;0.0224669;0;13;13;10928
1.7999;32.0509;1.43585e-16;2.55947e-15;0.133107;48.9936;6.37643;2.62101;-3.41006;16.7647;-184.582;-72.3566;97165319;1.6848;1.68479;21.1342;7.25352;44978900.0;808743000.0;1.3;1.27758;39.149;0.462288;0.462279;0.100549;0;13;13;10929
0.140124;6.73505;2.47796e-18;1.19233e-16;1.45573;14.1722;10.4357;2.99437;0.304843;117.425;-235.363;-10.3167;97185017;1.20274;1.19962;14.9917;1.01316;1592140.0;83144300.0;1.34363;1.42407;5.74929;0.576732;0.565996;0.0277181;0;13;13;10930
0.110374;5.55238;7.39393e-19;3.69537e-17;1.06038;19.9506;-1.05739;-2.90356;-0.0254183;-268.947;11.7435;-66.095;323673162;903773000000.0;15.5201;90.4677;0.442529;812393.0;41241600.0;1.3381;1.28414;4.08554;0.694069;0.582662;0.015672;0;13;13;10931
0.0136477;19.3632;7.47164e-19;1.07036e-15;26.1819;0.0121612;2.66918;-0.268375;0.00206607;25.8681;-256.665;4.00485;323680210;284611000000.0;3.56416;28.4896;5.28676;284290.0;465166000.0;1.35275;1.54318;29.0723;0.57064;0.570578;0.0846569;0;13;13;10932
0.047859;7.6922;3.7206e-18;6.05511e-16;4.58413;1.0901;-1.67379;0.937831;-0.0196424;156.131;226.771;-6.24138;323700372;943677000000.0;11.6552;94.4622;6.61986;1194990.0;193061000.0;1.31759;1.27758;35.3755;0.611302;0.611274;0.0948188;0;13;13;10933
0.771029;15.9879;1.60086e-17;3.34518e-16;0.24141;0.871411;-2.68088;0.136299;-0.0343271;-10.9023;328.256;-1.00672;323727459;49.5434;18.2065;114.101;0.505048;9837480.0;204712000.0;1.27762;1.27758;3.30996;0.583842;0.542531;0.0169682;0;13;13;10934
0.0247338;18.1532;6.01575e-19;4.42366e-16;5.52388;6.45416;-8.06733;-0.43956;0.783229;-23.5112;223.223;-21.8036;323727839;87.4656;25.5248;258.966;0.1744;353150.0;261801000.0;1.33231;1.27758;1.52097;0.421016;0.298308;0.00841096;0;13;13;10935
53.2416;0.0387471;4.32094e-16;2.41775e-19;1.35892;0.124497;4.67235;0.630421;-1.02071;135.147;-157.64;-76.601;1651481287;1.03126;1.06596;12.5125;6.92451;441005000.0;459232.0;1.27758;2.44691;46.8685;0.857394;0.855129;0.11021;1;13;13;10936
0.0376676;9.45541;1.3397399999999999e-20;2.5853800000000003e-18;0.363302;597.74;-0.869016;0.539519;0.600342;54.5438;218.603;26.8122;1651540722;10.3823;7.58344;79.3109;0.525218;64945.0;16428500.0;1.35867;1.55216;4.85941;0.604956;0.483678;0.0181902;0;13;13;10937
0.268329;23.0388;1.78017e-18;1.53e-16;0.731123;2.819;0.362133;-0.573694;-0.0438294;-240.203;-45.8874;-2.32258;1651565879;17.0244;7.14942;58.6681;0.826931;1964410.0;170289000.0;1.30611;1.27758;4.55695;0.288835;0.283268;0.0236592;0;13;13;10938
0.12721;3.85157;4.5937e-18;1.39794e-16;0.696879;11.0263;-1.79836;-0.145604;0.0562295;-6.91782;240.57;0.0230568;4250580657;165.396;16.0308;96.0321;0.0541701;2100960.0;64328300.0;1.33615;1.27758;1.24471;0.441694;0.133687;0.00385952;0;13;13;10939
0.852663;14.8133;2.32574e-16;4.04784e-15;0.503778;1.42791;6.10254;-1.37809;0.0913408;10.6044;-254.424;8.47482;1179377275;0.546969;0.546871;5.50782;6.07473;40240700.0;706211000.0;1.3;1.27758;32.7859;0.334753;0.334751;0.0893364;0;13;13;10940
0.944178;13.646;4.25576e-16;6.17821e-15;15.9613;0.0832897;-2.57682;-1.27387;0.0106603;-185.689;197.919;14.3725;1179379402;50.6196;15.4523;113.492;1.1045;55859300.0;816392000.0;1.30001;1.27758;5.96281;0.0618881;0.0618689;0.0286719;0;13;13;10941
0.252818;2.49016;1.41787e-17;1.40535e-16;6.65479;32.7672;0.377242;-4.44546;0.0463598;-322.547;53.0051;6.25927;1179388435;777928000000.0;18.5035;77.8707;0.295688;5354850.0;53390500.0;1.33415;1.27758;2.24114;0.627816;0.549055;0.011962;0;13;13;10942
0.236611;16.864;3.2415700000000003e-19;2.27841e-17;0.116178;0.47214;-1.61852;6.04982;-0.0606552;237.461;38.5172;-1.37555;2269699228;1289910000000.0;21.4018;129.12;3.7728;778613.0;59862800.0;1.30549;1.42528;20.8946;0.365303;0.365012;0.0662945;0;13;13;10943
0.0325661;47.6599;8.350539999999999e-20;1.13455e-16;0.610729;334.43;-6.40048;8.38213;-0.1647;198.551;215.047;14.5777;2269736393;2773830000000.0;33.9833;277.661;0.183148;151786.0;247608000.0;1.36002;1.55918;3.42469;0.627642;0.334937;0.00902047;0;13;13;10944
0.0781782;23.5002;1.3304500000000001e-18;3.99316e-16;10.0992;0.299191;-2.5407;-4.78848;0.639256;-204.104;103.241;-19.2115;2269788233;15.6105;12.7442;134.445;0.329972;868365.0;289531000.0;1.35198;1.47072;2.27493;0.411954;0.352172;0.0132073;0;13;13;10945
0.0880343;37.6636;4.55506e-19;1.92826e-16;14.9994;0.536355;-1.94618;2.5024;-0.0283218;230.872;110.06;3.28963;2733712582;1050840000000.0;12.5466;105.189;0.105497;554151.0;237773000.0;1.3198;1.27758;1.56558;0.245695;0.0920046;0.00600636;0;13;13;10946
0.214198;50.1293;5.812909999999999e-20;1.29805e-17;0.163381;9.24043;-1.56307;0.762363;-0.0310077;81.9711;240.491;-12.0679;2733717001;56.4924;11.2026;92.0345;0.200635;320212.0;73804600.0;1.31156;1.27758;2.05775;0.0404631;0.0204491;0.00921008;0;13;13;10947
0.00399492;23.7277;2.27116e-21;2.8977799999999995e-20;2.70579;0.022827;-1.36606;-0.341237;0.0430358;-29.1919;214.193;5.04131;1308659998;877536000000.0;11.7971;87.8414;2.22001;10175.3;3821680.0;1.65796;2.4237;12.4538;0.496957;0.484173;0.0532259;1;13;13;10948
0.419524;35.1664;9.716130000000001e-19;8.11812e-17;0.691984;7.71176;-3.85237;1.00557;0.177068;73.9288;222.261;16.7999;1308705105;58.6977;16.4904;141.521;0.683493;1849570.0;156217000.0;1.33341;1.27758;5.92146;0.736606;0.649753;0.0209105;0;13;13;10949
0.0345168;38.3544;2.27527e-19;2.52585e-16;53.3365;58.0147;-0.282824;2.91227;-0.0393602;213.215;-16.1206;16.7046;1308776966;770110000000.0;8.81939;77.088;7.41391;251847.0;281928000.0;1.3;1.27758;40.0225;0.518528;0.518473;0.102026;0;13;13;10950
0.0168843;27.2671;9.01336e-19;1.47091e-15;5.89358;7.35848;-2.605;-1.14015;0.010348;-57.3581;229.851;21.184;1706945730;1136520000000.0;14.7355;113.766;0.23695;345467.0;581936000.0;1.34574;1.33335;1.8687;0.561895;0.467176;0.0104081;0;13;13;10951
0.446202;18.7166;8.81207e-18;3.72822e-16;0.542499;8.52758;-1.37347;6.6923;-0.125005;333.673;25.5315;25.4409;1706975982;32.2183;13.4834;132.664;15.1022;5447990.0;231540000.0;1.3;1.27758;81.509;0.524861;0.524856;0.163947;0;13;13;10952
0.0946316;45.4501;1.19005e-18;5.7013e-16;4.70568;1.24589;1.60624;0.495952;-0.122359;34.3023;-271.688;28.4963;3313367526;8.92333;4.64729;41.1411;0.632053;904243.0;480517000.0;1.34831;1.4666;3.75539;0.467369;0.445206;0.0203515;0;13;13;10953
0.010081;0.143479;2.7625e-18;3.06848e-17;0.0105624;4.6205;-0.922109;0.471947;-0.221601;225.524;-140.93;-79.836;3313453977;797960000000.0;15.7934;79.8759;6.76231;485284.0;10096800.0;1.37758;2.48853;42.2189;0.818344;0.818241;0.10984;1;13;13;10954
0.31028;46.6317;2.33406e-19;3.44451e-17;0.341257;5.92387;1.14793;-4.26219;0.037845;-221.927;-89.97;-25.6383;3313454900;67.6408;7.42584;65.1186;52.2548;773060.0;116156000.0;1.3;1.27758;282.023;0.611459;0.611458;0.375055;0;13;13;10955
1.53609;29.9216;2.75437e-17;5.39838e-16;0.237904;3.7592;-5.21844;1.29844;0.369765;-13.2285;267.679;-44.9635;3313485037;19.9905;18.7945;176.55;0.290524;17609100.0;347138000.0;1.30658;1.27758;1.81572;0.1799;0.155813;0.0117806;0;13;13;10956
0.0179858;18.859;3.80387e-19;3.94386e-16;42.4062;0.0583232;-2.63081;0.31369;-0.214149;-10.3276;313.471;-2.28039;1359442326;1130450000000.0;13.9233;113.158;0.563861;231829.0;283752000.0;1.37759;1.61486;3.55994;0.541388;0.507954;0.0192485;0;13;13;10957
0.155984;18.204;2.49461e-17;2.96899e-15;42.0954;7.27412;1.19765;0.997351;0.0206158;69.5389;-95.1871;0.871165;990576868;16.9565;5.6171;47.2671;3.97283;5603210.0;665682000.0;1.32789;1.27758;21.1658;0.806502;0.806156;0.0675516;0;13;13;10958
0.546587;5.10336;2.5506400000000002e-18;2.38414e-17;0.652926;3.94556;0.876183;-1.05659;0.0710521;-159.146;-139.96;15.8907;990653266;8.98018;6.07477;51.8702;0.507465;3254460.0;30678100.0;1.32241;1.27758;3.63406;0.578618;0.509693;0.0171212;0;13;13;10959
0.803252;31.5264;1.18887e-17;4.66532e-16;0.152738;80.8447;-3.07997;1.25258;-0.163626;69.0078;215.522;54.1932;2328411205;27.1406;13.6137;124.361;9.14327;8269640.0;327532000.0;1.3;1.27758;49.3497;0.445068;0.445053;0.117331;0;13;13;10960
0.543062;51.694;1.45729e-19;1.3651e-17;0.0294202;19.2011;0.353102;4.70673;0.130155;242.848;-76.5662;-10.6322;2328445654;20.7135;8.89844;80.6453;0.340017;808084.0;76986500.0;1.30955;1.27758;3.13243;0.463561;0.3286;0.0130882;0;13;13;10961
